customer_id,first_name,last_name,email,region,signup_date,customer_segment
C00626,Emma,Clark,customer00626@example.com,South,2025-07-17,Consumer
C00627,Ethan,Martin,customer00627@example.com,East,2023-11-05,Small Business
C00628,Henry,Lewis,customer00628@example.com,West,2023-12-02,Consumer
C00629,Daniel,Taylor,customer00629@example.com,North,2024-01-29,Small Business
C00630,Lucas,Taylor,customer00630@example.com,South,2023-12-29,Consumer
C00631,Jack,Martin,customer00631@example.com,West,2025-08-31,Consumer
C00632,Daniel,Hall,customer00632@example.com,Central,2024-07-13,Consumer
C00633,Daniel,Roberts,customer00633@example.com,East,2024-06-20,Consumer
C00634,Henry,Kelly,customer00634@example.com,East,2024-06-07,Consumer
C00635,Ethan,Lewis,customer00635@example.com,North,2024-09-19,Consumer
C00636,Grace,Walker,customer00636@example.com,East,2025-04-06,Enterprise
C00637,Ethan,Murphy,customer00637@example.com,East,2022-12-05,Consumer
C00638,Noah,Allen,customer00638@example.com,South,2022-07-12,Small Business
C00639,Ella,Smith,customer00639@example.com,South,2022-10-10,Small Business
C00640,Liam,Taylor,customer00640@example.com,South,2025-09-21,Consumer
C00641,Emily,Lewis,customer00641@example.com,North,2023-01-25,Consumer
C00642,Emma,Kelly,customer00642@example.com,South,2024-09-26,Small Business
C00643,Isla,Taylor,customer00643@example.com,South,2023-06-09,Consumer
C00644,Mia,Young,customer00644@example.com,South,2025-06-17,Small Business
C00645,Noah,Martin,customer00645@example.com,North,2023-10-21,Small Business
C00646,Emma,Evans,customer00646@example.com,Central,2023-12-17,Enterprise
C00647,Liam,Clark,customer00647@example.com,West,2024-06-09,Consumer
C00648,Mia,Evans,customer00648@example.com,West,2025-01-17,Consumer
C00649,Lucas,Walker,customer00649@example.com,West,2025-01-23,Consumer
C00650,Liam,Roberts,customer00650@example.com,East,2023-03-28,Consumer
C00651,Amelia,Murphy,customer00651@example.com,North,2023-03-04,Small Business
C00652,James,Johnson,customer00652@example.com,East,2025-03-20,Consumer
C00653,Mia,Murphy,customer00653@example.com,East,2025-10-31,Consumer
C00654,James,Young,customer00654@example.com,West,2024-11-11,Small Business
C00655,Ella,Allen,customer00655@example.com,East,2024-06-01,Consumer
C00656,Olivia,Wilson,customer00656@example.com,North,2022-11-09,Consumer
C00657,Oscar,Allen,customer00657@example.com,South,2024-04-19,Consumer
C00658,Lucas,Walker,customer00658@example.com,South,2023-06-03,Small Business
C00659,Jack,Murphy,customer00659@example.com,West,2025-05-14,Consumer
C00660,Ethan,Jones,customer00660@example.com,East,2023-01-10,Small Business
C00661,Isla,Jones,customer00661@example.com,South,2023-03-27,Consumer
C00662,Ava,Brown,customer00662@example.com,Central,2024-10-11,Small Business
C00663,Amelia,Lewis,customer00663@example.com,West,2023-08-18,Small Business
C00664,Amelia,Smith,customer00664@example.com,South,2025-04-17,Consumer
C00665,Olivia,Brown,customer00665@example.com,North,2025-05-18,Consumer
C00666,Ava,Davies,customer00666@example.com,North,2023-05-15,Consumer
C00667,Sophia,Lewis,customer00667@example.com,South,2023-04-09,Small Business
C00668,Olivia,Lewis,customer00668@example.com,North,2025-02-21,Consumer
C00669,Oscar,Smith,customer00669@example.com,North,2022-04-23,Consumer
C00670,Liam,Clark,customer00670@example.com,South,2024-11-01,Consumer
C00671,Sophia,Evans,customer00671@example.com,North,2025-02-23,Consumer
C00672,Oscar,Wilson,customer00672@example.com,Central,2022-11-27,Consumer
C00673,Henry,Johnson,customer00673@example.com,North,2025-07-30,Consumer
C00674,Henry,Davies,customer00674@example.com,East,2022-05-20,Consumer
C00675,Lucas,Roberts,customer00675@example.com,East,2024-06-20,Small Business
C00676,Noah,Taylor,customer00676@example.com,Central,2025-01-25,Small Business
C00677,Oscar,Kelly,customer00677@example.com,North,2023-06-01,Consumer
C00678,Mia,Roberts,customer00678@example.com,East,2023-07-23,Enterprise
C00679,Olivia,Taylor,customer00679@example.com,Central,2024-04-25,Small Business
C00680,Sophia,Kelly,customer00680@example.com,Central,2024-12-28,Enterprise
C00681,Amelia,Davies,customer00681@example.com,Central,2022-04-28,Consumer
C00682,Olivia,Jones,customer00682@example.com,South,2024-06-06,Consumer
C00683,Oscar,Martin,customer00683@example.com,North,2024-12-18,Consumer
C00684,Emma,Johnson,customer00684@example.com,West,2024-11-22,Small Business
C00685,Isla,Thomas,customer00685@example.com,Central,2025-09-03,Consumer
C00686,Emily,Clark,customer00686@example.com,East,2022-02-19,Consumer
C00687,Grace,Taylor,customer00687@example.com,East,2022-01-19,Consumer
C00688,Isla,Brown,customer00688@example.com,South,2023-12-27,Consumer
C00689,Noah,Smith,customer00689@example.com,West,2022-07-16,Consumer
C00690,Leo,Evans,customer00690@example.com,North,2023-07-13,Consumer
C00691,Daniel,Walker,customer00691@example.com,South,2023-03-28,Consumer
C00692,Liam,Taylor,customer00692@example.com,East,2022-10-16,Consumer
C00693,Grace,Wilson,customer00693@example.com,East,2025-03-10,Enterprise
C00694,Ella,Allen,customer00694@example.com,South,2025-01-12,Small Business
C00695,Olivia,Thomas,customer00695@example.com,North,2023-01-26,Enterprise
C00696,Grace,Hall,customer00696@example.com,West,2022-08-03,Small Business
C00697,Isla,Lewis,customer00697@example.com,South,2022-08-03,Consumer
C00698,Jack,Smith,customer00698@example.com,East,2022-05-08,Consumer
C00699,James,Smith,customer00699@example.com,North,2024-01-30,Small Business
C00700,Grace,Murphy,customer00700@example.com,East,2023-02-08,Consumer
C00701,Ava,Brown,customer00701@example.com,East,2024-11-18,Consumer
C00702,Leo,Clark,customer00702@example.com,North,2022-12-04,Consumer
C00703,Ethan,Wilson,customer00703@example.com,South,2024-04-10,Consumer
C00704,Amelia,Walker,customer00704@example.com,North,2023-12-15,Consumer
C00705,Emily,Taylor,customer00705@example.com,North,2022-12-27,Consumer
C00706,Ella,Thomas,customer00706@example.com,Central,2023-07-23,Consumer
C00707,Jack,Martin,customer00707@example.com,South,2022-08-06,Small Business
C00708,Grace,Taylor,customer00708@example.com,Central,2022-07-21,Consumer
C00709,Oscar,Brown,customer00709@example.com,South,2022-01-17,Consumer
C00710,Ethan,Brown,customer00710@example.com,West,2022-11-18,Consumer
C00711,Daniel,Murphy,customer00711@example.com,West,2023-06-02,Small Business
C00712,Mia,Kelly,customer00712@example.com,West,2025-09-10,Consumer
C00713,Noah,Johnson,customer00713@example.com,East,2025-09-03,Consumer
C00714,Ethan,Wilson,customer00714@example.com,East,2023-11-12,Consumer
C00715,Jack,Martin,customer00715@example.com,South,2025-01-10,Consumer
C00716,Mia,Wilson,customer00716@example.com,Central,2023-03-01,Enterprise
C00717,Jack,Wilson,customer00717@example.com,Central,2025-05-12,Enterprise
C00718,Oscar,Taylor,customer00718@example.com,Central,2024-10-15,Consumer
C00719,Amelia,Hall,customer00719@example.com,North,2023-01-22,Consumer
C00720,Henry,Allen,customer00720@example.com,West,2024-02-17,Small Business
C00721,Daniel,Smith,customer00721@example.com,Central,2022-04-08,Consumer
C00722,Liam,King,customer00722@example.com,North,2025-09-30,Consumer
C00723,Ella,Davies,customer00723@example.com,North,2022-07-27,Consumer
C00724,Daniel,Lewis,customer00724@example.com,West,2023-08-09,Enterprise
C00725,Ava,Kelly,customer00725@example.com,East,2022-06-15,Consumer
C00726,Ella,Evans,customer00726@example.com,Central,2022-01-22,Consumer
C00727,Lucas,Wilson,customer00727@example.com,North,2022-06-03,Small Business
C00728,Isla,Clark,customer00728@example.com,West,2025-08-11,Consumer
C00729,Ethan,King,customer00729@example.com,South,2022-08-07,Consumer
C00730,Daniel,Lewis,customer00730@example.com,North,2023-10-31,Enterprise
C00731,Ethan,Evans,customer00731@example.com,North,2022-08-18,Consumer
C00732,Amelia,Taylor,customer00732@example.com,Central,2022-01-20,Consumer
C00733,Ethan,Brown,customer00733@example.com,West,2023-07-07,Consumer
C00734,Emily,Wilson,customer00734@example.com,East,2024-08-07,Consumer
C00735,Liam,Brown,customer00735@example.com,South,2022-05-28,Consumer
C00736,Leo,Allen,customer00736@example.com,Central,2025-02-05,Consumer
C00737,Lucas,Martin,customer00737@example.com,East,2023-02-07,Consumer
C00738,Noah,Kelly,customer00738@example.com,Central,2023-08-19,Small Business
C00739,Mia,Clark,customer00739@example.com,East,2023-01-02,Consumer
C00740,Grace,Murphy,customer00740@example.com,South,2025-08-25,Consumer
C00741,Ella,Wilson,customer00741@example.com,East,2024-03-12,Consumer
C00742,Emily,Thomas,customer00742@example.com,South,2024-07-06,Small Business
C00743,Mia,Roberts,customer00743@example.com,West,2025-03-03,Consumer
C00744,Ella,Taylor,customer00744@example.com,East,2025-07-30,Consumer
C00745,Ella,Thomas,customer00745@example.com,South,2022-03-14,Consumer
C00746,Jack,Young,customer00746@example.com,Central,2023-04-26,Consumer
C00747,Liam,King,customer00747@example.com,South,2025-10-07,Consumer
C00748,Noah,King,customer00748@example.com,East,2023-07-14,Small Business
C00749,Sophia,King,customer00749@example.com,Central,2025-09-11,Consumer
C00750,Mia,Johnson,customer00750@example.com,West,2024-01-15,Consumer
C00751,Henry,Smith,customer00751@example.com,North,2022-04-10,Consumer
C00752,Mia,Johnson,customer00752@example.com,Central,2024-12-18,Small Business
C00753,Sophia,Evans,customer00753@example.com,West,2023-05-23,Consumer
C00754,Oscar,Hall,customer00754@example.com,South,2022-09-15,Consumer
C00755,Isla,King,customer00755@example.com,North,2023-02-17,Consumer
C00756,Ella,Hall,customer00756@example.com,West,2024-12-24,Consumer
C00757,Emily,Evans,customer00757@example.com,West,2023-08-18,Consumer
C00758,Leo,Martin,customer00758@example.com,East,2025-03-23,Consumer
C00759,Isla,Johnson,customer00759@example.com,Central,2022-09-23,Consumer
C00760,Grace,Jones,customer00760@example.com,West,2024-03-31,Consumer
C00761,Emily,Thomas,customer00761@example.com,North,2025-01-07,Consumer
C00762,Daniel,Walker,customer00762@example.com,South,2025-08-31,Consumer
C00763,Isla,Martin,customer00763@example.com,South,2023-10-24,Consumer
C00764,Jack,Brown,customer00764@example.com,West,2024-08-04,Small Business
C00765,Ethan,Thomas,customer00765@example.com,North,2023-07-14,Enterprise
C00766,Sophia,Walker,customer00766@example.com,East,2024-07-05,Enterprise
C00767,Ethan,King,customer00767@example.com,West,2024-06-09,Small Business
C00768,Mia,Taylor,customer00768@example.com,Central,2025-06-25,Consumer
C00769,Olivia,Hall,customer00769@example.com,South,2024-05-17,Small Business
C00770,Lucas,Smith,customer00770@example.com,Central,2023-09-02,Consumer
C00771,Daniel,Kelly,customer00771@example.com,North,2023-02-18,Consumer
C00772,Olivia,Murphy,customer00772@example.com,Central,2022-01-25,Consumer
C00773,Emily,Wilson,customer00773@example.com,North,2022-10-11,Consumer
C00774,Ava,Martin,customer00774@example.com,East,2024-05-30,Small Business
C00775,Lucas,Allen,customer00775@example.com,West,2022-10-28,Consumer
C00776,Lucas,Clark,customer00776@example.com,North,2024-12-27,Consumer
C00777,Ella,Kelly,customer00777@example.com,South,2024-10-27,Enterprise
C00778,Ethan,Young,customer00778@example.com,West,2024-03-27,Consumer
C00779,Oscar,Davies,customer00779@example.com,West,2025-03-06,Consumer
C00780,Leo,Walker,customer00780@example.com,West,2025-04-02,Small Business
C00781,Amelia,Taylor,customer00781@example.com,West,2022-03-24,Consumer
C00782,Sophia,Smith,customer00782@example.com,East,2025-01-01,Consumer
C00783,Olivia,Allen,customer00783@example.com,South,2025-06-14,Consumer
C00784,Lucas,Taylor,customer00784@example.com,South,2022-02-15,Consumer
C00785,Sophia,Smith,customer00785@example.com,North,2023-09-10,Small Business
C00786,Mia,Roberts,customer00786@example.com,Central,2024-07-16,Consumer
C00787,Isla,Evans,customer00787@example.com,East,2022-09-19,Consumer
C00788,Ava,Jones,customer00788@example.com,East,2022-06-25,Consumer
C00789,Sophia,Jones,customer00789@example.com,East,2025-04-04,Consumer
C00790,Liam,Martin,customer00790@example.com,Central,2023-10-19,Enterprise
C00791,Emily,Hall,customer00791@example.com,North,2024-04-21,Consumer
C00792,James,Johnson,customer00792@example.com,East,2023-01-05,Consumer
C00793,Ethan,Hall,customer00793@example.com,East,2022-02-23,Consumer
C00794,Emma,Clark,customer00794@example.com,West,2023-11-21,Small Business
C00795,Emma,Clark,customer00795@example.com,North,2025-09-26,Enterprise
C00796,Emily,Martin,customer00796@example.com,Central,2025-02-24,Consumer
C00797,Sophia,Taylor,customer00797@example.com,Central,2023-01-02,Consumer
C00798,James,Young,customer00798@example.com,East,2025-07-18,Consumer
C00799,Ella,Young,customer00799@example.com,West,2023-10-06,Small Business
C00800,Olivia,King,customer00800@example.com,Central,2023-01-14,Consumer
C00801,Liam,Wilson,customer00801@example.com,West,2022-03-14,Small Business
C00802,Oscar,Roberts,customer00802@example.com,North,2024-07-03,Consumer
C00803,Sophia,Taylor,customer00803@example.com,East,2025-06-25,Small Business
C00804,Ella,Johnson,customer00804@example.com,West,2024-05-09,Consumer
C00805,Ella,Taylor,customer00805@example.com,East,2022-02-12,Consumer
C00806,Jack,Hall,customer00806@example.com,West,2023-01-12,Consumer
C00807,Daniel,Evans,customer00807@example.com,Central,2024-11-30,Consumer
C00808,Ava,Wilson,customer00808@example.com,Central,2022-06-19,Small Business
C00809,Emma,Young,customer00809@example.com,East,2022-07-31,Small Business
C00810,Ethan,Murphy,customer00810@example.com,North,2022-02-08,Small Business
C00811,Ella,Martin,customer00811@example.com,Central,2023-01-04,Consumer
C00812,Olivia,Allen,customer00812@example.com,Central,2024-01-27,Consumer
C00813,Noah,Taylor,customer00813@example.com,North,2022-05-31,Small Business
C00814,Henry,Johnson,customer00814@example.com,Central,2025-02-08,Consumer
C00815,Ella,Clark,customer00815@example.com,Central,2024-12-06,Consumer
C00816,Noah,Thomas,customer00816@example.com,East,2024-10-20,Consumer
C00817,Oscar,Jones,customer00817@example.com,West,2024-01-07,Consumer
C00818,Emma,Thomas,customer00818@example.com,East,2025-10-21,Consumer
C00819,James,Taylor,customer00819@example.com,North,2022-03-10,Consumer
C00820,James,Clark,customer00820@example.com,South,2022-10-26,Consumer
C00821,Oscar,Brown,customer00821@example.com,Central,2024-08-01,Enterprise
C00822,Sophia,Lewis,customer00822@example.com,North,2024-03-12,Consumer
C00823,Noah,King,customer00823@example.com,South,2022-10-23,Consumer
C00824,Mia,King,customer00824@example.com,East,2022-07-22,Consumer
C00825,Olivia,Jones,customer00825@example.com,East,2022-03-02,Small Business
C00826,Emily,Johnson,customer00826@example.com,Central,2024-08-03,Consumer
C00827,Grace,Davies,customer00827@example.com,South,2024-08-20,Consumer
C00828,Amelia,Brown,customer00828@example.com,South,2025-08-30,Consumer
C00829,Amelia,Smith,customer00829@example.com,West,2025-03-30,Consumer
C00830,Amelia,Wilson,customer00830@example.com,East,2022-11-27,Consumer
C00831,Mia,Smith,customer00831@example.com,South,2022-12-04,Small Business
C00832,Leo,Davies,customer00832@example.com,East,2025-08-20,Small Business
C00833,Henry,Walker,customer00833@example.com,North,2025-09-23,Consumer
C00834,Jack,Kelly,customer00834@example.com,North,2023-10-01,Consumer
C00835,Jack,Hall,customer00835@example.com,East,2022-10-02,Small Business
C00836,Sophia,Hall,customer00836@example.com,East,2025-04-02,Consumer
C00837,Oscar,Roberts,customer00837@example.com,Central,2022-11-15,Small Business
C00838,Grace,Davies,customer00838@example.com,South,2023-08-12,Consumer
C00839,Sophia,Kelly,customer00839@example.com,East,2023-05-19,Enterprise
C00840,Oscar,Wilson,customer00840@example.com,West,2023-01-22,Small Business
C00841,Amelia,Roberts,customer00841@example.com,North,2024-05-19,Enterprise
C00842,Emma,Brown,customer00842@example.com,West,2024-04-12,Small Business
C00843,Amelia,Smith,customer00843@example.com,North,2024-10-11,Consumer
C00844,Olivia,Murphy,customer00844@example.com,Central,2023-08-26,Enterprise
C00845,Lucas,Clark,customer00845@example.com,North,2023-11-22,Consumer
C00846,Lucas,Roberts,customer00846@example.com,East,2023-05-09,Consumer
C00847,Ethan,Hall,customer00847@example.com,North,2023-05-05,Small Business
C00848,Noah,Taylor,customer00848@example.com,Central,2023-12-22,Small Business
C00849,Ava,Roberts,customer00849@example.com,East,2025-01-01,Enterprise
C00850,Mia,Allen,customer00850@example.com,West,2023-05-24,Consumer
C00851,Ava,Taylor,customer00851@example.com,North,2023-01-25,Small Business
C00852,Emily,Walker,customer00852@example.com,West,2022-10-22,Small Business
C00853,Noah,Lewis,customer00853@example.com,South,2025-10-24,Consumer
C00854,Ava,Hall,customer00854@example.com,Central,2024-03-06,Consumer
C00855,Liam,Kelly,customer00855@example.com,South,2024-05-14,Consumer
C00856,Grace,Jones,customer00856@example.com,North,2023-07-03,Consumer
C00857,Jack,Walker,customer00857@example.com,North,2023-10-11,Enterprise
C00858,Amelia,Allen,customer00858@example.com,East,2023-07-22,Consumer
C00859,Ella,Davies,customer00859@example.com,East,2025-04-25,Small Business
C00860,Sophia,Kelly,customer00860@example.com,North,2024-05-02,Enterprise
C00861,Emma,Davies,customer00861@example.com,West,2024-02-09,Consumer
C00862,Mia,Roberts,customer00862@example.com,East,2023-03-21,Small Business
C00863,Sophia,Brown,customer00863@example.com,East,2022-12-29,Consumer
C00864,Sophia,Allen,customer00864@example.com,East,2022-05-03,Small Business
C00865,Jack,Brown,customer00865@example.com,East,2025-04-26,Consumer
C00866,Noah,Thomas,customer00866@example.com,East,2024-01-12,Enterprise
C00867,Mia,Hall,customer00867@example.com,North,2023-11-11,Consumer
C00868,Ethan,Smith,customer00868@example.com,North,2023-02-24,Consumer
C00869,Oscar,Jones,customer00869@example.com,Central,2025-06-29,Small Business
C00870,Lucas,Smith,customer00870@example.com,Central,2025-09-20,Consumer
C00871,Grace,Thomas,customer00871@example.com,South,2022-04-02,Consumer
C00872,Olivia,Jones,customer00872@example.com,South,2022-03-04,Consumer
C00873,Emily,Walker,customer00873@example.com,West,2023-05-27,Small Business
C00874,Mia,Kelly,customer00874@example.com,East,2025-03-08,Consumer
C00875,James,Martin,customer00875@example.com,North,2025-04-23,Consumer
C00876,Ethan,Wilson,customer00876@example.com,North,2025-05-13,Consumer
C00877,James,Davies,customer00877@example.com,West,2024-02-11,Consumer
C00878,Noah,Jones,customer00878@example.com,West,2025-05-22,Consumer
C00879,Emma,Young,customer00879@example.com,North,2022-09-13,Consumer
C00880,Ava,Clark,customer00880@example.com,South,2022-05-15,Consumer
C00881,Sophia,Thomas,customer00881@example.com,South,2024-05-24,Consumer
C00882,Amelia,Murphy,customer00882@example.com,West,2024-04-01,Consumer
C00883,Oscar,Thomas,customer00883@example.com,North,2022-03-29,Small Business
C00884,Sophia,Clark,customer00884@example.com,North,2024-09-14,Consumer
C00885,Jack,Murphy,customer00885@example.com,West,2025-05-15,Consumer
C00886,Olivia,Roberts,customer00886@example.com,North,2025-02-26,Small Business
C00887,Jack,Taylor,customer00887@example.com,West,2024-04-02,Consumer
C00888,Sophia,Allen,customer00888@example.com,South,2024-10-23,Small Business
C00889,Henry,Kelly,customer00889@example.com,North,2024-08-31,Consumer
C00890,Ethan,Brown,customer00890@example.com,South,2024-07-22,Consumer
C00891,Leo,Hall,customer00891@example.com,West,2022-05-01,Consumer
C00892,Emily,Jones,customer00892@example.com,Central,2024-11-27,Small Business
C00893,Ella,Davies,customer00893@example.com,Central,2025-09-26,Small Business
C00894,Jack,Thomas,customer00894@example.com,East,2024-10-04,Consumer
C00895,Noah,Hall,customer00895@example.com,West,2024-07-13,Consumer
C00896,Amelia,Jones,customer00896@example.com,South,2023-10-07,Enterprise
C00897,Emma,Martin,customer00897@example.com,South,2023-12-15,Consumer
C00898,Grace,Taylor,customer00898@example.com,Central,2024-05-09,Consumer
C00899,Daniel,Lewis,customer00899@example.com,North,2022-01-21,Small Business
C00900,Amelia,Johnson,customer00900@example.com,North,2022-08-30,Small Business
C00901,Ethan,Johnson,customer00901@example.com,South,2023-03-31,Consumer
C00902,Liam,Murphy,customer00902@example.com,North,2024-08-20,Small Business
C00903,Noah,Taylor,customer00903@example.com,North,2023-09-13,Small Business
C00904,Mia,Young,customer00904@example.com,East,2022-10-30,Consumer
C00905,Oscar,Lewis,customer00905@example.com,East,2024-03-13,Consumer
C00906,Oscar,Smith,customer00906@example.com,Central,2024-08-21,Consumer
C00907,Liam,Kelly,customer00907@example.com,Central,2022-03-10,Enterprise
C00908,Ethan,Evans,customer00908@example.com,South,2025-02-26,Small Business
C00909,Oscar,Johnson,customer00909@example.com,South,2022-07-15,Consumer
C00910,Emma,Allen,customer00910@example.com,South,2022-05-20,Small Business
C00911,Ava,Johnson,customer00911@example.com,West,2022-10-10,Consumer
C00912,Ella,King,customer00912@example.com,South,2022-11-08,Consumer
C00913,Leo,Thomas,customer00913@example.com,West,2024-01-16,Consumer
C00914,Jack,Lewis,customer00914@example.com,East,2022-10-04,Consumer
C00915,Ethan,Kelly,customer00915@example.com,East,2022-03-02,Small Business
C00916,Ava,Allen,customer00916@example.com,East,2025-09-04,Consumer
C00917,Oscar,Walker,customer00917@example.com,South,2022-02-21,Small Business
C00918,Grace,Evans,customer00918@example.com,Central,2022-06-02,Consumer
C00919,Ella,Young,customer00919@example.com,West,2025-08-27,Consumer
C00920,Noah,Thomas,customer00920@example.com,North,2023-06-28,Enterprise
C00921,Ella,Wilson,customer00921@example.com,Central,2023-07-21,Consumer
C00922,Isla,Smith,customer00922@example.com,East,2023-09-14,Consumer
C00923,Grace,Clark,customer00923@example.com,Central,2025-04-15,Consumer
C00924,Daniel,Smith,customer00924@example.com,West,2025-10-17,Small Business
C00925,Daniel,Thomas,customer00925@example.com,East,2022-11-10,Consumer
C00926,Olivia,Young,customer00926@example.com,North,2024-03-17,Consumer
C00927,Ava,Kelly,customer00927@example.com,South,2024-04-27,Consumer
C00928,Daniel,Smith,customer00928@example.com,East,2022-04-07,Consumer
C00929,Grace,Murphy,customer00929@example.com,West,2024-05-30,Small Business
C00930,Ella,Smith,customer00930@example.com,South,2025-05-21,Consumer
C00931,Sophia,Martin,customer00931@example.com,North,2024-04-08,Consumer
C00932,Henry,Johnson,customer00932@example.com,Central,2022-05-17,Consumer
C00933,Emily,Brown,customer00933@example.com,Central,2024-10-26,Consumer
C00934,Emma,Evans,customer00934@example.com,East,2024-10-07,Enterprise
C00935,Jack,Hall,customer00935@example.com,North,2022-04-19,Consumer
C00936,Noah,Thomas,customer00936@example.com,South,2023-07-01,Enterprise
C00937,Daniel,Clark,customer00937@example.com,North,2024-11-28,Consumer
C00938,Ethan,Walker,customer00938@example.com,Central,2023-10-24,Consumer
C00939,Daniel,Jones,customer00939@example.com,North,2023-03-01,Small Business
C00940,Olivia,Wilson,customer00940@example.com,East,2023-09-22,Consumer
C00941,Henry,Roberts,customer00941@example.com,South,2022-09-18,Small Business
C00942,Leo,Taylor,customer00942@example.com,East,2022-03-28,Enterprise
C00943,Liam,Jones,customer00943@example.com,West,2023-04-10,Consumer
C00944,Emily,Thomas,customer00944@example.com,Central,2022-03-17,Consumer
C00945,Jack,Hall,customer00945@example.com,South,2023-04-16,Small Business
C00946,Grace,Clark,customer00946@example.com,North,2023-02-18,Consumer
C00947,Emma,Kelly,customer00947@example.com,North,2024-04-04,Consumer
C00948,Lucas,Lewis,customer00948@example.com,Central,2024-06-13,Consumer
C00949,Leo,Taylor,customer00949@example.com,Central,2023-12-27,Consumer
C00950,Isla,Allen,customer00950@example.com,West,2023-04-02,Small Business
C00951,Amelia,Brown,customer00951@example.com,West,2025-08-01,Consumer
C00952,Ella,Hall,customer00952@example.com,West,2025-06-16,Consumer
C00953,Jack,Wilson,customer00953@example.com,North,2023-10-15,Consumer
C00954,Emma,Martin,customer00954@example.com,Central,2023-11-03,Consumer
C00955,Lucas,Taylor,customer00955@example.com,East,2025-10-27,Consumer
C00956,Ethan,Allen,customer00956@example.com,South,2023-05-10,Small Business
C00957,Emily,Allen,customer00957@example.com,East,2024-12-04,Consumer
C00958,James,Jones,customer00958@example.com,North,2025-06-24,Small Business
C00959,Sophia,Clark,customer00959@example.com,North,2023-08-20,Small Business
C00960,Jack,Wilson,customer00960@example.com,West,2023-03-26,Consumer
C00961,Ella,Thomas,customer00961@example.com,North,2023-04-30,Consumer
C00962,Olivia,Johnson,customer00962@example.com,West,2023-10-08,Consumer
C00963,Liam,Roberts,customer00963@example.com,South,2023-09-12,Consumer
C00964,Amelia,Murphy,customer00964@example.com,South,2024-11-07,Small Business
C00965,Mia,Martin,customer00965@example.com,South,2023-10-24,Small Business
C00966,Ava,Murphy,customer00966@example.com,South,2024-01-28,Consumer
C00967,Sophia,Murphy,customer00967@example.com,West,2022-10-16,Consumer
C00968,Emily,Lewis,customer00968@example.com,South,2023-12-22,Enterprise
C00969,Liam,Roberts,customer00969@example.com,East,2023-09-30,Enterprise
C00970,Emily,Thomas,customer00970@example.com,East,2022-08-23,Consumer
C00971,Grace,Taylor,customer00971@example.com,West,2023-02-20,Consumer
C00972,Noah,Evans,customer00972@example.com,Central,2024-07-26,Consumer
C00973,Mia,Wilson,customer00973@example.com,West,2023-05-14,Enterprise
C00974,Olivia,Allen,customer00974@example.com,South,2024-08-31,Consumer
C00975,Jack,Brown,customer00975@example.com,North,2023-09-26,Consumer
C00976,Olivia,Wilson,customer00976@example.com,South,2024-10-16,Consumer
C00977,James,Brown,customer00977@example.com,West,2022-04-25,Consumer
C00978,Ella,Davies,customer00978@example.com,North,2024-07-20,Consumer
C00979,Sophia,Lewis,customer00979@example.com,East,2023-11-05,Enterprise
C00980,Leo,Lewis,customer00980@example.com,West,2025-06-11,Consumer
C00981,Ethan,Murphy,customer00981@example.com,South,2024-10-31,Consumer
C00982,Grace,Clark,customer00982@example.com,West,2022-07-25,Consumer
C00983,Ella,Brown,customer00983@example.com,North,2022-09-04,Consumer
C00984,Ella,Young,customer00984@example.com,North,2024-01-28,Consumer
C00985,Mia,Kelly,customer00985@example.com,West,2025-02-24,Consumer
C00986,Jack,Evans,customer00986@example.com,East,2022-05-27,Consumer
C00987,Emily,Lewis,customer00987@example.com,West,2022-04-28,Consumer
C00988,James,Johnson,customer00988@example.com,East,2023-02-16,Consumer
C00989,Henry,Lewis,customer00989@example.com,South,2022-12-29,Consumer
C00990,Lucas,Roberts,customer00990@example.com,Central,2022-05-17,Enterprise
C00991,Amelia,Brown,customer00991@example.com,West,2025-04-13,Enterprise
C00992,Leo,Taylor,customer00992@example.com,West,2025-08-05,Consumer
C00993,James,Davies,customer00993@example.com,South,2024-08-15,Consumer
C00994,Noah,Johnson,customer00994@example.com,West,2022-01-19,Small Business
C00995,Ethan,King,customer00995@example.com,South,2022-07-14,Consumer
C00996,Grace,Jones,customer00996@example.com,North,2022-11-26,Small Business
C00997,Daniel,Evans,customer00997@example.com,Central,2022-06-24,Enterprise
C00998,Leo,Murphy,customer00998@example.com,North,2024-09-28,Consumer
C00999,Ethan,Wilson,customer00999@example.com,Central,2023-03-25,Consumer
C01000,Liam,Taylor,customer01000@example.com,East,2024-08-03,Enterprise
C01001,Sophia,Thomas,customer01001@example.com,North,2025-10-09,Consumer
C01002,Sophia,Kelly,customer01002@example.com,East,2022-05-21,Consumer
C01003,Oscar,Martin,customer01003@example.com,Central,2024-01-28,Consumer
C01004,Oscar,Hall,customer01004@example.com,West,2024-07-18,Consumer
C01005,Ella,Jones,customer01005@example.com,Central,2022-04-03,Small Business
C01006,James,Johnson,customer01006@example.com,West,2022-08-27,Small Business
C01007,Jack,Roberts,customer01007@example.com,West,2022-07-24,Enterprise
C01008,Emily,Davies,customer01008@example.com,Central,2023-07-14,Consumer
C01009,Ella,Smith,customer01009@example.com,South,2022-09-02,Consumer
C01010,Isla,Martin,customer01010@example.com,East,2024-04-11,Consumer
C01011,Daniel,Lewis,customer01011@example.com,South,2025-09-02,Consumer
C01012,Emily,Young,customer01012@example.com,Central,2024-07-13,Consumer
C01013,Emily,Young,customer01013@example.com,Central,2022-10-22,Enterprise
